"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[9\u4e0b\u5348\u6536\u76d8]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"","1","test_get_cookie_dir","utils","Fri Oct 17 13:18:55 UTC 2025","passed","Fri Oct 17 13:18:55 UTC 2025","","test_tools","",""
"","1","test_parse_args","utils","Fri Oct 17 13:18:36 UTC 2025","passed","Fri Oct 17 13:18:36 UTC 2025","","test_tools","",""
"
    测试批量发布 PPT 导出并制作后的视频、图文
    ","150989","test_ppt_publish_helper","apps.ppt2douyin","Fri Oct 17 11:08:28 UTC 2025","passed","Fri Oct 17 11:10:59 UTC 2025","","test_ppt_publish_helper","",""
"","0","test_data_masking[1234567]","utils","Fri Oct 17 13:19:00 UTC 2025","passed","Fri Oct 17 13:19:00 UTC 2025","","test_tools","",""
"测试带重试机制的请求失败","2003","test_request_with_retry_failure","apps.csindex_crawler","Fri Oct 17 10:54:10 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    测试 markdown css 主题
    ","11762","test_markdown2html2pdf_themes","lib.markdown","Fri Oct 17 12:40:40 UTC 2025","passed","Fri Oct 17 12:40:52 UTC 2025","","test_markdown_converter","",""
"
    测试生成 PPT 题目
    ","1","test_gen_ppt_topic","lib.baidu","Fri Oct 17 11:42:21 UTC 2025","passed","Fri Oct 17 11:42:21 UTC 2025","","test_baidu_aigc","",""
"","54","test_calc_distance","lib.playwright.captcha.puzzle","Fri Oct 17 12:49:58 UTC 2025","passed","Fri Oct 17 12:49:58 UTC 2025","","test_captcha_img_handler","",""
"
    测试 youtu 视频剪辑
    ","391","test_video_handler[vertical_video]","lib.youtube","Fri Oct 17 13:17:43 UTC 2025","broken","Fri Oct 17 13:17:43 UTC 2025","","test_y2_video_handler","",""
"","1","test_format_unit","lib.stock.common","Fri Oct 17 12:51:24 UTC 2025","passed","Fri Oct 17 12:51:24 UTC 2025","","test_utils","",""
"
    测试视频信息排序
    ","1","test_sort_video_infos[channel]","apps.youtu2douyin","Fri Oct 17 11:42:19 UTC 2025","passed","Fri Oct 17 11:42:19 UTC 2025","","test_youtu_video_tools","",""
"","0","test_safe_path_join","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
        测试查询余额
        ","0","test_balance[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    获取信息
    :param with_client: 是否测试通过客户端连接 easytrader 服务端进行操作
    ","0","test_get_info","lib.stock.trader","Fri Oct 17 12:51:49 UTC 2025","skipped","Fri Oct 17 12:51:49 UTC 2025","","test_easytrader_helper","",""
"
        测试阅读文章
        ","0","test_chat_with_file[QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试获取个股板块信息时发生异常的情况","0","test_get_stock_plates_exception","lib.xuangutong","Fri Oct 17 13:09:36 UTC 2025","broken","Fri Oct 17 13:09:36 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[3\u4e0a\u5348\u6536\u76d8\u524d\u4e00\u5206\u949f]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"
    爬取 douyin 热门音乐
    ","962","test_douyin_hot[hot_music_chart]","lib.douyin","Fri Oct 17 12:11:56 UTC 2025","passed","Fri Oct 17 12:11:57 UTC 2025","","test_douyin_hot_hub","",""
"","1","test_parse_topic","lib.jieba","Fri Oct 17 12:40:21 UTC 2025","passed","Fri Oct 17 12:40:21 UTC 2025","","test_jieba_helper","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 html 转成 markdown 或 pdf
    ","11882","test_html_converter[wexin-https://mp.weixin.qq.com/s/I2QHEBO26nGqhGwIw281Pg]","lib.html","Fri Oct 17 12:39:07 UTC 2025","passed","Fri Oct 17 12:39:18 UTC 2025","","test_html_converter","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[7\u4e0b\u5348\u5f00\u76d8\u540e\u4e00\u5206\u949f]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"
    测试通过 API 从 pexels 网站下载视频
    ","4779","test_pexels_get_videos","lib.pexels","Fri Oct 17 12:49:44 UTC 2025","passed","Fri Oct 17 12:49:48 UTC 2025","","test_pexels","",""
"
    图片水印
    ","145281","test_overlay_image","lib.video","Fri Oct 17 12:58:14 UTC 2025","passed","Fri Oct 17 13:00:39 UTC 2025","","test_ffmpeg_helper","",""
"
    测试通过 ppt2image 库进行转换
    ","5133","test_pdf2image_by_pylib","lib.pdf","Fri Oct 17 12:49:26 UTC 2025","passed","Fri Oct 17 12:49:32 UTC 2025","","test_pdf_handler","",""
"
    获取视频长度
    ","57","test_get_video_duration[get_video_duration]","lib.video","Fri Oct 17 13:03:02 UTC 2025","passed","Fri Oct 17 13:03:02 UTC 2025","","test_ffprobe_helper","",""
"","0","test_parse_url","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_http","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[2\u4e0a\u5348\u5f00\u76d8]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"
    测试拷贝目录下的文件和文件夹
    ","1","test_shutil_copytree","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试创建多个文件备份
    ","37","test_create_backups","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试下载youtu字幕
    ","1","test_y2_srt_handler","lib.youtube","Fri Oct 17 13:17:41 UTC 2025","broken","Fri Oct 17 13:17:41 UTC 2025","","test_y2_subtitle_handler","",""
"测试获取个股公告时发生异常的情况","0","test_get_stock_announcements_exception","lib.xuangutong","Fri Oct 17 13:09:34 UTC 2025","broken","Fri Oct 17 13:09:34 UTC 2025","TestXuanguobaoStock","test_stock","",""
"测试带重试机制的请求成功","1","test_request_with_retry_success","apps.csindex_crawler","Fri Oct 17 10:54:10 UTC 2025","passed","Fri Oct 17 10:54:10 UTC 2025","","test_csindex_crawler","",""
"","0","test_iq[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
        测试生成视频脚本
        ","0","test_video_script[DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试获取指数列表的不同参数组合","1","test_get_index_list_params[2-50]","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    测试通过协程进行下载任务的并发
    ","481518","test_downloader","lib.mqs.pylib","Fri Oct 17 12:40:52 UTC 2025","failed","Fri Oct 17 12:48:54 UTC 2025","","test_downloader","",""
"","23","test_is_video_usable[video]","lib.video","Fri Oct 17 13:09:26 UTC 2025","passed","Fri Oct 17 13:09:26 UTC 2025","","test_video_utils","",""
"
    网课助手
    ","84163","test_auto_course[huayi]","apps.auto_course","Fri Oct 17 09:51:16 UTC 2025","passed","Fri Oct 17 09:52:41 UTC 2025","","test_auto_course","",""
"
        测试查询余额
        ","0","test_balance[DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试获取个股新闻并根据来源过滤","1","test_get_stock_news_with_subjects_filter","lib.xuangutong","Fri Oct 17 13:09:35 UTC 2025","broken","Fri Oct 17 13:09:35 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
        测试阅读文章
        ","0","test_chat_with_file[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","198047","test_douyin_publish_app[weixin_image_article]","lib.douyin","Fri Oct 17 12:28:45 UTC 2025","broken","Fri Oct 17 12:32:04 UTC 2025","","test_douyin_publish_app","",""
"
    获取第一帧作为封面
    ","108","test_get_coverage","lib.video","Fri Oct 17 13:02:10 UTC 2025","passed","Fri Oct 17 13:02:10 UTC 2025","","test_ffmpeg_utils","",""
"","0","test_json_config_list_update","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_json_config","",""
"
    字幕很长，超出视频屏幕大小的情况
    ","1","test_adjust_srt_text_length","lib.subtitle","Fri Oct 17 12:55:23 UTC 2025","passed","Fri Oct 17 12:55:23 UTC 2025","","test_subtitle_handler","",""
"
    上传图片
    ","1277","test_upload_image[github]","lib.pic_bed","Fri Oct 17 12:49:48 UTC 2025","passed","Fri Oct 17 12:49:50 UTC 2025","","test_pic_bed_helper","",""
"
        多轮对话
        ","0","test_multi_chat[flow_response-OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    策略回测
    ","557","test_strategy[grid]","lib.stock.backtrader.strategy","Fri Oct 17 12:51:20 UTC 2025","passed","Fri Oct 17 12:51:20 UTC 2025","","test_strategy","",""
"","0","test_get_safe_name","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","0","test_ppt2video_by_powerpoint","lib.powerpoint","Fri Oct 17 12:50:33 UTC 2025","skipped","Fri Oct 17 12:50:33 UTC 2025","","test_powerpoint_helper","",""
"","0","test_who_are_you[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试带搜索条件的获取指数列表","1","test_get_index_list_with_search","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    视频塞到绿幕素材中，并处理音频
    ","150719","test_mix_with_green_screen[image]","lib.video","Fri Oct 17 13:03:38 UTC 2025","passed","Fri Oct 17 13:06:09 UTC 2025","","test_video_clip_helper","",""
"
    测试视频前两秒添加文字标题
    ","29208","test_draw_text[vertical]","lib.video","Fri Oct 17 12:57:17 UTC 2025","passed","Fri Oct 17 12:57:46 UTC 2025","","test_ffmpeg_helper","",""
"
    测试 cookie 的设置和获取
    ","7574","test_cookies","lib.playwright","Fri Oct 17 12:50:16 UTC 2025","passed","Fri Oct 17 12:50:24 UTC 2025","","test_common","",""
"
    测试网页内容发不到 douyin
    ","139996","test_web2douyin[dingxiangyishegn_mobile-https://m.dxy.com/article/50056]","apps.web2douyin","Fri Oct 17 11:33:23 UTC 2025","passed","Fri Oct 17 11:35:43 UTC 2025","","test_web2douyin","",""
"","53","test_is_video_usable[image]","lib.video","Fri Oct 17 13:09:26 UTC 2025","passed","Fri Oct 17 13:09:26 UTC 2025","","test_video_utils","",""
"
    测试从音乐文件夹下随机选择一首歌曲
    ","20099","test_random_music","lib.music","Fri Oct 17 12:49:03 UTC 2025","passed","Fri Oct 17 12:49:23 UTC 2025","","test_music","",""
"","0","test_iq[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试定时发布、立即发布
    ","68019","test_publish2douyin[douyin_now]","lib.douyin","Fri Oct 17 12:13:19 UTC 2025","passed","Fri Oct 17 12:14:27 UTC 2025","","test_douyin_publish_app","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    通过 edge 读出文字
    ","1949","test_edge_tts_helper","lib.tts","Fri Oct 17 12:55:27 UTC 2025","passed","Fri Oct 17 12:55:29 UTC 2025","","test_edge_tts_helper","",""
"测试获取个股公告成功的情况","0","test_get_stock_announcements_success","lib.xuangutong","Fri Oct 17 13:09:34 UTC 2025","broken","Fri Oct 17 13:09:34 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
    测试网页内容发不到 douyin
    ","151152","test_web2douyin[cn-healthcare-https://www.cn-healthcare.com/articlewm/20230416/content-1537509.html]","apps.web2douyin","Fri Oct 17 11:38:35 UTC 2025","passed","Fri Oct 17 11:41:07 UTC 2025","","test_web2douyin","",""
"
    测试 PPT 转成 视频 / 图片
    ","2469","test_batch_ppt_convert[random]","apps.ppt2douyin","Fri Oct 17 11:08:25 UTC 2025","passed","Fri Oct 17 11:08:28 UTC 2025","","test_ppt_convert","",""
"
    测试 baidu 生成 PPT / DOC 再发布到 douyin
    ","886916","test_baidu2douyin[ppt2video]","apps.baidu2douyin","Fri Oct 17 10:07:11 UTC 2025","passed","Fri Oct 17 10:21:58 UTC 2025","","test_baidu2douyin","",""
"
        测试阅读文章
        ","0","test_chat_with_file[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试微信文章转成 pdf
    # XXX 微信可以转成 markdown，但是无法转成 pdf
    ","5651","test_weixin2pdf","lib.html","Fri Oct 17 12:40:03 UTC 2025","passed","Fri Oct 17 12:40:09 UTC 2025","","test_html_converter","",""
"
    支持选择聊天记录继续聊
    ","0","test_chat_with_history[openrouter]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","","test_llm_api","",""
"
    更新频道记录的视频到最新
    ","24471","test_upd_channel_to_latest","apps.youtu2douyin","Fri Oct 17 11:41:16 UTC 2025","broken","Fri Oct 17 11:41:41 UTC 2025","","test_youtu2douyin","",""
"
        测试生成视频脚本
        ","0","test_video_script[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    爬取 douyin 热门音乐
    ","2569","test_douyin_hot[soar_music_chart]","lib.douyin","Fri Oct 17 12:11:57 UTC 2025","passed","Fri Oct 17 12:12:00 UTC 2025","","test_douyin_hot_hub","",""
"","0","test_ppt2pdf_by_powerpoint","lib.powerpoint","Fri Oct 17 12:50:33 UTC 2025","skipped","Fri Oct 17 12:50:33 UTC 2025","","test_powerpoint_helper","",""
"","1000","test_time_spen_deco","utils","Fri Oct 17 13:18:32 UTC 2025","passed","Fri Oct 17 13:18:33 UTC 2025","","test_tools","",""
"
    测试定时发布、立即发布
    ","194747","test_publish2douyin[weixin_timing]","lib.douyin","Fri Oct 17 12:14:27 UTC 2025","broken","Fri Oct 17 12:17:42 UTC 2025","","test_douyin_publish_app","",""
"
    测试卖出
    ","0","test_sell","lib.stock.trader","Fri Oct 17 12:51:49 UTC 2025","skipped","Fri Oct 17 12:51:49 UTC 2025","","test_easytrader_helper","",""
"
    测试 PPT 发布到 douyin
    ","154082","test_ppt2douyin[doc2image_article]","apps.ppt2douyin","Fri Oct 17 11:04:23 UTC 2025","passed","Fri Oct 17 11:06:57 UTC 2025","","test_ppt2douyin","",""
"
    测试 pdf 转 doc
    ","87","test_pdf2doc","lib.pdf","Fri Oct 17 12:49:43 UTC 2025","broken","Fri Oct 17 12:49:43 UTC 2025","","test_pdf_handler","",""
"
    测试字幕文件中，某行太长的情况
    ","343","test_srt_over_length","lib.youtube","Fri Oct 17 13:17:50 UTC 2025","broken","Fri Oct 17 13:17:51 UTC 2025","","test_y2_video_handler","",""
"
    测试生成网格
    ","1","test_make_grid","lib.stock.common","Fri Oct 17 12:51:24 UTC 2025","passed","Fri Oct 17 12:51:24 UTC 2025","","test_utils","",""
"
        测试生成视频脚本
        ","0","test_video_script[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试获取个股新闻时发生异常的情况","1","test_get_stock_news_exception","lib.xuangutong","Fri Oct 17 13:09:34 UTC 2025","broken","Fri Oct 17 13:09:34 UTC 2025","TestXuanguobaoStock","test_stock","",""
"","1","test_truncate_date","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"
    测试字幕转语音
    ","2099","test_subtitle2speech","lib.subtitle","Fri Oct 17 12:53:06 UTC 2025","passed","Fri Oct 17 12:53:08 UTC 2025","","test_subtitle2speech","",""
"
        多轮对话
        ","0","test_multi_chat[flow_response-DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","1","test_get_logger","lib","Fri Oct 17 12:55:23 UTC 2025","passed","Fri Oct 17 12:55:23 UTC 2025","","test_log","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 ytdlp 获取 youtu 视频信息
    ","2384","test_get_yt_video_info","lib.youtube","Fri Oct 17 13:17:51 UTC 2025","broken","Fri Oct 17 13:17:53 UTC 2025","","test_ytdlp_helper","",""
"
        测试生成视频脚本
        ","0","test_video_script[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试临时文件拷贝上下文管理器
    ","46","test_copy_file_context[multi_file]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    横屏转竖屏
    ","11426","test_make_h2v","lib.video","Fri Oct 17 13:09:14 UTC 2025","passed","Fri Oct 17 13:09:26 UTC 2025","","test_video_clip_helper","",""
"","0","test_who_are_you[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","0","test_twitter_handler","lib.twitter","Fri Oct 17 12:55:45 UTC 2025","passed","Fri Oct 17 12:55:45 UTC 2025","","test_twitter_helper","",""
"
    测试 youtube 视频字幕用 edge-tts 配音
    ","135584","test_subtitle2speech_with_video","lib.subtitle","Fri Oct 17 12:53:08 UTC 2025","passed","Fri Oct 17 12:55:23 UTC 2025","","test_subtitle2speech","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 baidu 生成 PPT / DOC
    ","830541","test_baidu_aigc[doc]","lib.baidu","Fri Oct 17 11:57:50 UTC 2025","passed","Fri Oct 17 12:11:41 UTC 2025","","test_baidu_aigc","",""
"
    测试 llm API（封装了全部已对接的 LLM）
    llm_provider 为 None 表示不指定 llm_provider，会尝试所有已对接的 LLM
    ","0","test_llm_api[openrouter]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","","test_llm_api","",""
"
    无水印下载 tiktok 视频
    ","3541","test_tiktok_downloader","lib.tiktok","Fri Oct 17 12:55:24 UTC 2025","broken","Fri Oct 17 12:55:27 UTC 2025","","test_tiktok_downloader","",""
"
    测试图片叠加
    ","41","test_image_overlay[center-center]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    测试 markdown 转换成 html
    ","926","test_markdown2html","lib.markdown","Fri Oct 17 12:40:39 UTC 2025","passed","Fri Oct 17 12:40:40 UTC 2025","","test_markdown_converter","",""
"","163","test_translate_string[input_zh]","utils","Fri Oct 17 13:18:55 UTC 2025","passed","Fri Oct 17 13:18:55 UTC 2025","","test_tools","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","195152","test_douyin_publish_app[weixin_vertical_video]","lib.douyin","Fri Oct 17 12:32:04 UTC 2025","broken","Fri Oct 17 12:35:19 UTC 2025","","test_douyin_publish_app","",""
"","76306","test_ppt2video_with_content_summary","lib.subtitle","Fri Oct 17 12:51:49 UTC 2025","passed","Fri Oct 17 12:53:06 UTC 2025","","test_ppt2video_with_content_summary","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[5\u4e0b\u5348\u5f00\u76d8\u524d\u4e00\u5206\u949f]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"","3","test_run_cmd_without_result","utils","Fri Oct 17 13:18:36 UTC 2025","passed","Fri Oct 17 13:18:36 UTC 2025","","test_tools","",""
"
    测试与 AI 聊天
    ","206478","test_ai_chat","apps.ai_chat","Fri Oct 17 09:47:50 UTC 2025","passed","Fri Oct 17 09:51:16 UTC 2025","","test_ai_chat","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","1482","test_xinzhi_weather","lib.weather","Fri Oct 17 13:09:29 UTC 2025","passed","Fri Oct 17 13:09:30 UTC 2025","","test_xinzhi","",""
"","0","test_data_masking[12345]","utils","Fri Oct 17 13:19:00 UTC 2025","passed","Fri Oct 17 13:19:00 UTC 2025","","test_tools","",""
"
    n 张图片垂直拼图
    ","673","test_batch_conn_images_to_one[2_lines]","lib.image","Fri Oct 17 12:40:19 UTC 2025","passed","Fri Oct 17 12:40:19 UTC 2025","","test_image_stitch","",""
"测试 CSIndexCrawler 初始化","0","test_csindex_crawler_init","apps.csindex_crawler","Fri Oct 17 10:54:10 UTC 2025","passed","Fri Oct 17 10:54:10 UTC 2025","","test_csindex_crawler","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","0","test_assert_file_exists","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","531","test_get_jing_xuan","lib.xuangutong","Fri Oct 17 13:09:32 UTC 2025","broken","Fri Oct 17 13:09:32 UTC 2025","","test_jing_xuan","",""
"
        多轮对话
        ","0","test_multi_chat[flow_response-QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    PDF 转成图片，组合成视频
    ","11806","test_pdf2video","lib.pdf","Fri Oct 17 12:49:32 UTC 2025","passed","Fri Oct 17 12:49:43 UTC 2025","","test_pdf_handler","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","1","test_clear_string_char","utils","Fri Oct 17 13:18:36 UTC 2025","passed","Fri Oct 17 13:18:36 UTC 2025","","test_tools","",""
"","0","test_who_are_you[ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 youtu 下载工具
    ","36002","test_y2_downloader[video]","lib.youtube","Fri Oct 17 13:09:38 UTC 2025","broken","Fri Oct 17 13:10:14 UTC 2025","","test_y2_downloader","",""
"测试爬取单页指数数据","6912","test_crawl_single_page","apps.csindex_crawler","Fri Oct 17 10:54:03 UTC 2025","passed","Fri Oct 17 10:54:10 UTC 2025","","test_csindex_crawler","",""
"","0","test_publish_time_generator[\u25b2 \u6d4b\u8bd5\u6700\u8fd1\u53d1\u5e03\u65f6\u95f4\u79bb\u4e0b\u4e00\u4e2a\u53d1\u5e03\u65f6\u95f4\u5f88\u8fd1]","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"测试获取个股公告时API返回错误","1","test_get_stock_announcements_api_error","lib.xuangutong","Fri Oct 17 13:09:34 UTC 2025","broken","Fri Oct 17 13:09:34 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
    rich 打印 markdown
    ","2","test_print_markdown","lib.rich","Fri Oct 17 12:51:17 UTC 2025","passed","Fri Oct 17 12:51:17 UTC 2025","","test_rich_helper","",""
"","4","test_run_cmd_with_result","utils","Fri Oct 17 13:18:36 UTC 2025","passed","Fri Oct 17 13:18:36 UTC 2025","","test_tools","",""
"
    测试给文档图片加上水印
    ","101","test_image_watermark[large]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","0","test_plot_bar","lib.stock.plot","Fri Oct 17 12:51:49 UTC 2025","skipped","Fri Oct 17 12:51:49 UTC 2025","","test_plot_helper","",""
"
    每一帧视频转成图片
    ","51661","test_video2image","lib.video","Fri Oct 17 13:02:10 UTC 2025","passed","Fri Oct 17 13:03:02 UTC 2025","","test_ffmpeg_utils","",""
"
    把秒转换成可读性的时长
    ","0","test_convert_seconds","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"
    拼接片头
    ","35985","test_add_opening","lib.video","Fri Oct 17 13:03:02 UTC 2025","passed","Fri Oct 17 13:03:38 UTC 2025","","test_video_clip_helper","",""
"
    视频加速，并添加 bgm
    ","18060","test_speedup_add_bgm","lib.video","Fri Oct 17 12:57:56 UTC 2025","passed","Fri Oct 17 12:58:14 UTC 2025","","test_ffmpeg_helper","",""
